host_id,x,y,target_host
4,180.382,594.037,2
4,178.4663,685.9632,1
4,22.2887,26.5672,5
4,23.791,465.6736,2
4,761.4,460.9529,7
4,880.2622,367.5267,7
4,324.9407,606.3146,2
4,181.1415,683.1892,1
4,224.7195,352.4531,2
4,368.8236,637.2621,8
4,291.0002,351.7327,2
4,50.257,787.0346,1
4,832.3507,473.3552,7
4,976.2449,323.5814,6
4,667.1854,540.1701,8
4,473.5336,906.6844,3
4,630.1172,153.1548,9
4,137.0537,220.0965,5
4,578.701,267.5985,9
4,761.4,460.9529,7
4,474.6261,309.5022,9
4,813.2913,946.6564,4
4,59.1425,740.8,1
4,965.3877,427.1891,7
5,99.5779,884.0021,1
5,649.4115,203.6959,9
5,88.1996,474.0096,2
5,941.8911,582.4764,7
5,42.6907,141.9295,5
5,420.8675,433.096,8
5,86.8092,80.9737,5
5,359.6072,581.6103,8
5,529.0126,783.3412,3
5,447.7423,776.7096,3
5,145.8757,990.7385,1
5,983.2648,346.8783,7
5,336.8807,63.6993,9
5,941.5645,724.4557,4
5,902.3774,111.5832,6
5,836.4166,686.8869,4
5,657.1774,174.6117,9
5,641.2598,789.606,3
5,558.4378,312.4189,9
5,883.2276,531.3623,7
5,906.3304,563.6466,7
5,511.3299,894.7833,3
5,375.8303,429.7469,8
5,528.3364,148.8094,9
5,291.0002,351.7327,2
5,88.1996,474.0096,2
5,467.23,916.2745,3
5,528.3364,148.8094,9
5,291.0002,351.7327,2
5,661.1366,495.627,8
5,981.433,554.9423,7
5,137.0537,220.0965,5
5,88.1996,474.0096,2
5,401.4136,53.3794,9
5,298.295,51.6817,5
5,688.2206,566.1428,7
5,709.3834,671.5168,4
5,148.0418,952.1138,1
5,396.9469,294.7598,9
1,962.1901,525.7808,7
1,946.8173,362.4357,7
1,775.9075,49.8828,6
8,929.3798,288.8676,6
8,558.4378,312.4189,9
8,558.4378,312.4189,9
8,309.4741,328.2509,5
6,174.224,877.2679,1
6,160.1456,227.5156,5
6,388.6363,449.9732,8
6,895.4292,241.6478,6
6,84.9852,607.3869,2
6,355.182,359.307,8
6,290.516,358.388,2
6,303.0021,855.6302,1
9,326.1718,211.7243,5
9,930.0747,945.8234,4
9,478.6762,671.2126,3
9,930.0747,945.8234,4
1,502.5909,771.7657,3
1,600.4994,148.8064,9
1,598.8902,469.2602,8
1,518.1807,837.552,3
1,165.1756,185.7552,5
1,262.4978,181.484,5
1,544.0739,275.3788,9
1,885.5547,916.795,4
1,991.2606,234.0063,6
1,692.5258,826.6328,4
1,598.8902,469.2602,8
1,538.6059,542.5625,8
1,284.1114,286.3016,5
1,407.1212,950.8761,3
1,607.5997,869.9923,3
1,224.7195,352.4531,2
1,508.4239,60.1252,9
1,939.9893,162.1999,6
1,923.3876,157.0058,6
1,91.3957,63.6762,5
1,923.3876,157.0058,6
1,472.5734,973.9867,3
1,624.3697,352.0469,8
1,941.5645,724.4557,4
1,600.4994,148.8064,9
1,357.0575,626.2324,8
1,164.8365,546.546,2
1,876.2582,960.3273,4
1,505.0951,281.461,9
1,322.6949,353.2886,2
1,734.6677,529.7571,7
1,359.6072,581.6103,8
1,885.5547,916.795,4
1,199.8617,221.3494,5
1,619.4326,136.2419,9
1,306.2306,179.6114,5
1,598.8902,469.2602,8
1,303.0021,855.6302,1
1,397.4336,460.8477,8
1,840.0206,997.7458,4
1,309.3684,957.1028,1
2,174.0851,209.3498,5
2,412.4169,870.7393,3
2,840.3281,380.1921,7
2,207.2442,883.0874,1
2,511.3299,894.7833,3
2,975.6338,579.6404,7
2,382.9996,426.4727,8
2,413.3508,773.1555,3
2,474.6261,309.5022,9
2,674.2297,797.2098,4
2,39.585,494.3668,2
2,619.4326,136.2419,9
2,98.3341,174.6589,5
2,370.7358,415.4988,8
2,685.5275,572.2533,7
2,248.5579,884.4178,1
2,956.4932,857.51,4
2,196.7014,757.8239,1
2,370.7358,415.4988,8
2,306.9914,279.3754,5
2,474.6261,309.5022,9
2,572.5734,465.6155,8
2,63.0459,501.9757,2
2,596.5821,515.6303,8
3,576.2878,356.3162,8
3,37.4445,956.8737,1
3,22.2887,26.5672,5
3,996.9725,880.8606,4
3,977.17,494.8208,7
3,934.251,731.2356,4
3,736.8488,132.2262,6
3,965.6478,193.2948,6
3,980.6706,332.2614,7
3,754.6136,62.2295,6
3,420.8675,433.096,8
3,489.0474,920.5604,3
3,16.8545,317.1235,5
3,814.0467,250.4251,6
3,590.8141,392.1814,8
3,80.4181,586.562,2
3,690.1708,136.1158,6
3,77.9129,85.9133,5
3,112.625,415.1835,2
3,750.0444,456.967,7
3,177.6703,131.2184,5
3,965.6478,193.2948,6
3,224.7338,710.383,1
3,977.6678,159.4324,6
3,591.7257,869.4931,3
3,658.0051,790.3962,3
3,93.5636,709.5039,1
3,623.2926,11.0458,9
3,746.4189,324.8913,6
3,23.6974,463.0432,2
3,396.9469,294.7598,9
3,673.6356,282.7188,6
3,572.5734,465.6155,8
3,753.339,380.1341,7
3,45.1254,48.8056,5
3,420.8675,433.096,8
3,80.4181,586.562,2
3,93.5636,709.5039,1
3,397.4336,460.8477,8
3,467.23,916.2745,3
3,158.7122,757.5822,1
3,165.1756,185.7552,5
3,995.1139,935.2926,4
3,294.5781,589.0204,2
4,431.1354,222.869,9
4,862.292,893.8478,4
4,667.1854,540.1701,8
4,661.5027,198.2273,9
4,819.9106,363.0005,7
4,571.5501,686.1979,3
4,262.4978,181.484,5
4,819.9106,363.0005,7
4,429.9714,228.8632,9
4,47.0378,606.559,2
4,771.6581,119.9126,6
4,710.4711,460.4688,7
4,998.0741,497.0561,7
4,404.9969,745.941,3
4,365.9725,601.8549,8
4,736.4835,957.6258,4
4,5.0376,858.498,1
4,429.9714,228.8632,9
4,883.2276,531.3623,7
4,544.0739,275.3788,9
4,180.382,594.037,2
4,146.5711,371.5883,2
4,528.3364,148.8094,9
4,234.4594,284.5212,5
4,774.959,971.8902,4
4,429.9714,228.8632,9
4,819.9106,363.0005,7
4,384.5039,416.2759,8
5,670.2976,324.3734,6
5,880.0454,755.2312,4
5,386.9802,947.4908,3
5,533.5053,445.5208,8
5,652.6092,702.6173,3
5,855.6895,643.6385,7
5,840.0206,997.7458,4
5,746.4189,324.8913,6
5,108.61,131.5238,5
5,478.766,656.1427,8
5,204.3823,705.6601,1
5,27.8102,875.2488,1
5,749.795,617.4357,7
5,337.9245,707.2428,3
5,517.7614,674.0052,3
5,86.8092,80.9737,5
5,396.2675,669.1746,8
5,437.261,334.5754,9
5,36.4059,925.0447,1
5,148.0418,952.1138,1
5,960.955,298.0989,6
5,517.7614,674.0052,3
5,986.2401,225.9286,6
5,831.1928,927.2026,4
5,86.8092,80.9737,5
5,532.7557,931.2629,3
5,490.6942,422.9939,8
5,930.6746,635.6043,7
5,747.4623,216.2514,6
5,294.7627,800.8787,1
5,154.9443,209.7392,5
5,232.3354,623.637,2
5,295.1667,670.8975,1
5,161.9603,802.6677,1
5,635.6604,123.6243,9
5,145.8757,990.7385,1
5,793.8686,895.9117,4
5,371.308,955.488,3
5,207.2442,883.0874,1
1,671.4515,639.5084,7
8,359.6072,581.6103,8
8,956.0504,153.0032,6
6,326.1718,211.7243,5
6,0.3782,907.9433,1
6,326.8512,367.0178,2
6,0.3782,907.9433,1
6,709.3834,671.5168,4
6,160.1456,227.5156,5
6,699.0389,190.3143,6
6,688.2206,566.1428,7
6,35.6284,968.2699,1
6,699.0389,190.3143,6
6,881.054,562.5347,7
6,388.6363,449.9732,8
6,895.4292,241.6478,6
6,928.3674,631.4561,7
6,155.9263,90.2131,5
6,368.8236,637.2621,8
9,439.4509,839.9792,3
9,930.0747,945.8234,4
9,930.0747,945.8234,4
9,478.6762,671.2126,3
9,478.6762,671.2126,3
9,925.2291,478.8147,7
9,750.0444,456.967,7
9,994.391,368.8567,7
9,930.0747,945.8234,4
9,674.0655,562.6119,7
9,447.7423,776.7096,3
9,930.0747,945.8234,4
9,635.6604,123.6243,9
9,930.0747,945.8234,4
9,478.6762,671.2126,3
9,880.2622,367.5267,7
9,478.6762,671.2126,3
9,114.7889,78.2924,5
9,930.0747,945.8234,4
9,478.6762,671.2126,3
9,478.6762,671.2126,3
9,777.7195,891.7321,4
9,652.6092,702.6173,3
9,930.0747,945.8234,4
9,836.4166,686.8869,4
9,366.9031,534.4709,8
9,736.8488,132.2262,6
9,478.6762,671.2126,3
9,478.6762,671.2126,3
9,478.6762,671.2126,3
9,930.0747,945.8234,4
9,930.0747,945.8234,4
9,883.2276,531.3623,7
9,478.6762,671.2126,3
9,154.9443,209.7392,5
9,478.6762,671.2126,3
9,930.0747,945.8234,4
9,958.6163,975.9094,4
9,939.9893,162.1999,6
9,5.8457,355.5474,2
9,652.4386,485.8382,8
1,906.3304,563.6466,7
1,224.1885,821.4688,1
1,115.0727,572.9613,2
1,619.4326,136.2419,9
1,361.3505,845.1154,3
1,291.0002,351.7327,2
1,833.883,825.3233,4
1,290.6998,693.9084,1
1,956.0504,153.0032,6
1,641.6657,730.5783,3
1,284.2288,687.3856,1
1,964.2626,295.3324,6
1,301.3095,53.8398,5
1,81.3185,281.2386,5
1,785.3063,702.7393,4
1,744.0344,162.2937,6
1,925.2291,478.8147,7
1,940.2394,956.0751,4
1,371.308,955.488,3
1,139.4508,228.863,5
1,878.1823,518.9476,7
1,702.1167,349.5339,7
1,699.0389,190.3143,6
1,306.2306,179.6114,5
1,21.6136,355.8978,2
1,361.3505,845.1154,3
1,104.6101,470.9043,2
1,619.4326,136.2419,9
1,956.0504,153.0032,6
1,557.1804,307.5181,9
1,745.1998,831.7203,4
1,286.8452,509.1003,2
2,971.8381,140.3496,6
2,572.5734,465.6155,8
2,964.2626,295.3324,6
2,671.4515,639.5084,7
2,306.9914,279.3754,5
2,876.5963,575.2393,7
2,880.6261,493.3228,7
2,528.5371,420.1411,8
2,946.8173,362.4357,7
2,22.4455,970.1571,1
2,324.589,81.7792,5
2,115.0727,572.9613,2
3,254.9838,631.246,2
3,86.6087,294.5506,5
3,386.9802,947.4908,3
3,655.9262,630.1973,8
3,274.3071,697.8254,1
3,975.6338,579.6404,7
3,586.6343,533.2971,8
3,127.3022,674.901,1
3,207.2442,883.0874,1
3,540.4958,797.8781,3
3,13.7155,705.9903,1
3,191.7988,449.0936,2
3,984.3352,264.4669,6
3,965.2927,888.3011,4
3,623.7254,962.3832,3
3,736.8488,132.2262,6
3,444.8196,663.3855,8
3,420.8675,433.096,8
3,736.4835,957.6258,4
3,745.1998,831.7203,4
3,311.2278,37.6272,5
3,42.6907,141.9295,5
3,532.0794,239.966,9
3,116.5552,635.8442,2
3,444.7571,677.3686,3
3,336.8807,63.6993,9
3,404.9969,745.941,3
3,204.3823,705.6601,1
3,903.7394,885.8264,4
3,253.2081,191.1772,5
3,557.1804,307.5181,9
3,994.391,368.8567,7
3,35.0233,360.0183,2
3,211.6891,597.5921,2
3,721.8011,495.2605,7
3,774.959,971.8902,4
3,91.3957,63.6762,5
3,127.3022,674.901,1
3,580.2353,719.9516,3
3,114.7889,78.2924,5
3,558.9193,651.7474,8
3,661.2999,355.2711,8
3,63.0459,501.9757,2
4,174.3433,953.8804,1
4,667.1854,540.1701,8
4,373.3634,653.0116,8
4,490.6942,422.9939,8
4,412.7252,848.1627,3
4,146.5711,371.5883,2
4,149.1517,777.7372,1
4,734.6677,529.7571,7
4,23.791,465.6736,2
4,115.0727,572.9613,2
4,127.3022,674.901,1
4,324.9407,606.3146,2
4,902.3774,111.5832,6
4,761.4,460.9529,7
4,628.4361,936.1472,3
4,149.1517,777.7372,1
4,769.1226,407.2762,7
4,592.8187,0.6368,9
4,765.2185,677.477,4
4,191.7988,449.0936,2
4,365.2594,714.2913,3
4,811.2503,397.3785,7
4,25.969,130.4518,5
4,54.916,204.2892,5
4,131.3934,78.754,5
4,761.4,460.9529,7
4,473.4188,432.6649,8
4,976.2449,323.5814,6
4,984.3352,264.4669,6
4,234.4594,284.5212,5
4,741.4364,637.7064,7
4,303.8863,706.5871,1
5,720.1123,204.0888,6
5,50.257,787.0346,1
5,639.2041,729.2403,3
5,326.8512,367.0178,2
5,983.0622,832.0158,4
5,50.257,787.0346,1
5,341.4732,624.1166,8
5,652.6092,702.6173,3
5,930.6746,635.6043,7
5,948.1121,39.4723,6
5,375.8303,429.7469,8
5,437.261,334.5754,9
5,309.4741,328.2509,5
5,295.1667,670.8975,1
5,375.8303,429.7469,8
5,236.352,934.6672,1
5,264.2108,335.518,2
5,478.766,656.1427,8
5,777.7195,891.7321,4
5,751.8003,815.9234,4
5,181.1415,683.1892,1
5,956.4932,857.51,4
5,587.1224,635.9472,8
5,965.2927,888.3011,4
5,855.6895,643.6385,7
5,769.1226,407.2762,7
5,161.9603,802.6677,1
5,747.2868,450.838,7
5,150.5026,639.5778,2
5,114.7889,78.2924,5
5,630.1172,153.1548,9
5,661.2999,355.2711,8
5,489.0474,920.5604,3
5,404.9969,745.941,3
5,464.0081,172.9828,9
5,966.4217,943.8999,4
5,412.4169,870.7393,3
8,981.433,554.9423,7
8,929.3798,288.8676,6
8,4.6026,826.7225,1
8,808.4865,390.3583,7
8,396.4116,660.4983,8
6,412.4169,870.7393,3
6,294.7627,800.8787,1
6,324.939,673.6891,1
6,88.1996,474.0096,2
6,303.0021,855.6302,1
6,422.3966,870.6404,3
6,371.308,955.488,3
6,359.1208,130.0575,9
6,458.9475,523.7529,8
6,324.939,673.6891,1
6,895.4292,241.6478,6
6,27.6712,306.4429,5
6,881.054,562.5347,7
6,948.1121,39.4723,6
6,421.8127,281.236,9
6,86.6087,294.5506,5
6,388.6363,449.9732,8
6,127.7152,140.5576,5
6,194.3605,602.0198,2
6,174.224,877.2679,1
6,996.9725,880.8606,4
6,326.8512,367.0178,2
6,160.1456,227.5156,5
6,735.1533,923.0242,4
6,160.1456,227.5156,5
6,344.6982,333.3029,9
6,508.4239,60.1252,9
6,37.4445,956.8737,1
6,509.6119,393.2337,8
6,670.2976,324.3734,6
9,930.0747,945.8234,4
9,573.8675,123.0528,9
9,930.0747,945.8234,4
9,930.0747,945.8234,4
9,930.6746,635.6043,7
9,478.6762,671.2126,3
9,478.6762,671.2126,3
9,930.0747,945.8234,4
9,37.4445,956.8737,1
1,596.2286,504.6672,8
1,765.2185,677.477,4
1,350.0659,77.8083,9
1,127.7152,140.5576,5
1,467.23,916.2745,3
1,376.2598,862.3597,3
1,674.2297,797.2098,4
1,755.5434,171.1028,6
1,607.5997,869.9923,3
1,401.4366,560.2451,8
1,630.1172,153.1548,9
1,361.3505,845.1154,3
1,548.5526,650.0649,8
1,396.2675,669.1746,8
1,832.3507,473.3552,7
1,84.9852,607.3869,2
1,925.2291,478.8147,7
1,224.1885,821.4688,1
1,837.4903,472.3206,7
1,956.0504,153.0032,6
1,291.0002,351.7327,2
1,412.7252,848.1627,3
1,155.9263,90.2131,5
1,631.0477,90.9317,9
1,357.0575,626.2324,8
1,906.3304,563.6466,7
1,611.3872,252.4185,9
1,631.0477,90.9317,9
1,761.1094,160.4631,6
1,741.4364,637.7064,7
1,761.1094,160.4631,6
1,386.8173,764.069,3
1,102.2373,967.9059,1
1,746.598,471.5406,7
1,747.4623,216.2514,6
1,755.0816,37.4539,6
2,295.1667,670.8975,1
2,248.5579,884.4178,1
2,196.7014,757.8239,1
2,244.4721,128.8578,5
2,401.4366,560.2451,8
2,780.1224,800.3022,4
2,658.9009,732.6925,3
2,39.585,494.3668,2
2,192.5079,877.2518,1
2,820.3396,694.5194,4
2,649.4115,203.6959,9
3,540.4958,797.8781,3
3,174.0851,209.3498,5
3,994.391,368.8567,7
3,464.0081,172.9828,9
3,751.8003,815.9234,4
3,800.5564,500.5148,7
3,836.4814,126.2388,6
3,429.9714,228.8632,9
3,426.6351,216.1251,9
3,902.3774,111.5832,6
3,995.1139,935.2926,4
3,645.2047,943.6486,3
3,747.2868,450.838,7
3,623.7896,164.8583,9
3,158.7122,757.5822,1
3,70.8829,179.1623,5
3,755.5434,171.1028,6
3,359.1208,130.0575,9
3,960.955,298.0989,6
3,639.1323,33.8296,9
3,893.8085,217.5216,6
3,80.4181,586.562,2
3,750.0444,456.967,7
3,939.9893,162.1999,6
3,397.4336,460.8477,8
3,867.629,371.9965,7
3,540.4958,797.8781,3
3,930.6746,635.6043,7
3,806.4122,317.1755,6
3,359.6072,581.6103,8
3,652.4386,485.8382,8
3,749.795,617.4357,7
3,637.4974,867.3562,3
3,125.0345,303.8648,5
4,421.8127,281.236,9
4,720.1123,204.0888,6
4,836.4814,126.2388,6
4,199.8617,221.3494,5
4,54.916,204.2892,5
4,661.5027,198.2273,9
4,588.4317,364.2068,8
4,753.339,380.1341,7
4,387.9526,189.62,9
4,655.4936,133.9456,9
4,930.6746,635.6043,7
4,25.8812,667.5555,1
4,578.701,267.5985,9
4,573.8675,123.0528,9
4,357.8492,874.7908,3
4,284.1114,286.3016,5
4,220.7191,752.4611,1
4,146.5711,371.5883,2
4,490.6942,422.9939,8
4,444.8196,663.3855,8
4,880.2622,367.5267,7
4,387.9526,189.62,9
4,420.0309,345.0058,8
4,137.0537,220.0965,5
4,368.8236,637.2621,8
4,301.3095,53.8398,5
5,578.701,267.5985,9
5,150.5026,639.5778,2
5,131.8732,540.159,2
5,578.701,267.5985,9
5,986.2401,225.9286,6
5,939.9893,162.1999,6
5,261.5343,437.6656,2
5,960.955,298.0989,6
5,966.4217,943.8999,4
5,533.5053,445.5208,8
5,150.5026,639.5778,2
5,253.2081,191.1772,5
5,749.795,617.4357,7
5,940.2394,956.0751,4
5,714.2614,734.0635,4
5,88.1996,474.0096,2
5,939.9893,162.1999,6
5,661.1366,495.627,8
5,204.3823,705.6601,1
5,415.881,454.5168,8
5,473.4188,432.6649,8
5,724.4686,423.3988,7
5,895.4292,241.6478,6
5,878.1823,518.9476,7
5,75.7224,530.5046,2
5,150.5026,639.5778,2
5,571.5501,686.1979,3
5,981.433,554.9423,7
5,86.8092,80.9737,5
5,699.0389,190.3143,6
5,437.261,334.5754,9
5,700.0714,193.6119,6
5,624.3697,352.0469,8
5,813.2913,946.6564,4
5,196.7014,757.8239,1
5,204.3823,705.6601,1
5,749.795,617.4357,7
5,885.5547,916.795,4
5,765.6585,105.5169,6
5,151.661,899.388,1
5,710.4711,460.4688,7
5,800.5564,500.5148,7
5,528.3364,148.8094,9
5,723.1675,906.754,4
5,401.4136,53.3794,9
5,75.7224,530.5046,2
5,128.1299,351.8753,2
5,86.8092,80.9737,5
5,855.6895,643.6385,7
5,94.7855,116.0152,5
5,709.3834,671.5168,4
5,326.8512,367.0178,2
5,98.3341,174.6589,5
5,50.257,787.0346,1
5,684.0114,371.1052,7
1,864.1895,514.4215,7
1,105.0904,712.279,1
1,539.4109,810.9423,3
1,513.6569,54.0021,9
1,619.4326,136.2419,9
1,426.6351,216.1251,9
7,832.3507,473.3552,7
7,57.6486,683.9568,1
7,498.3403,190.2718,9
8,966.4217,943.8999,4
8,572.5734,465.6155,8
8,4.6026,826.7225,1
6,637.2425,535.0782,8
6,472.5734,973.9867,3
6,600.4994,148.8064,9
6,192.5079,877.2518,1
6,174.224,877.2679,1
6,235.7338,959.6825,1
6,235.7338,959.6825,1
6,852.1689,421.9855,7
6,324.939,673.6891,1
6,0.3782,907.9433,1
6,196.7014,757.8239,1
6,746.4189,324.8913,6
6,50.3886,468.89,2
6,878.1823,518.9476,7
6,127.7152,140.5576,5
6,472.5734,973.9867,3
1,139.4508,228.863,5
1,832.3507,473.3552,7
1,518.1807,837.552,3
1,125.0345,303.8648,5
1,741.4364,637.7064,7
1,864.1895,514.4215,7
1,336.8807,63.6993,9
1,573.8675,123.0528,9
1,625.3922,745.3125,3
1,105.0904,712.279,1
1,744.0344,162.2937,6
1,661.1366,495.627,8
1,611.3872,252.4185,9
1,86.5609,433.2889,2
1,746.4189,324.8913,6
1,450.4423,319.7389,9
1,224.7195,352.4531,2
1,248.8404,842.3546,1
1,357.0575,626.2324,8
1,761.1094,160.4631,6
1,747.2868,450.838,7
1,598.8902,469.2602,8
2,572.5734,465.6155,8
2,290.516,358.388,2
2,511.3299,894.7833,3
2,275.558,549.0906,2
2,99.5779,884.0021,1
2,173.8642,125.8872,5
2,262.4978,181.484,5
2,876.5963,575.2393,7
2,306.2747,531.8312,2
2,489.0474,920.5604,3
2,232.3354,623.637,2
2,341.4732,624.1166,8
2,808.9696,515.4586,7
2,248.8404,842.3546,1
2,275.558,549.0906,2
2,641.6657,730.5783,3
2,623.7896,164.8583,9
2,473.5336,906.6844,3
2,25.8812,667.5555,1
2,91.7432,699.6836,1
3,165.1756,185.7552,5
3,336.8807,63.6993,9
3,155.9263,90.2131,5
3,505.0951,281.461,9
3,5.0376,858.498,1
3,164.8365,546.546,2
3,806.4122,317.1755,6
3,747.2868,450.838,7
3,736.4835,957.6258,4
3,681.4123,816.9813,4
3,339.4912,851.8631,3
3,745.1998,831.7203,4
3,171.3348,56.1754,5
3,199.8617,221.3494,5
3,91.3957,63.6762,5
3,589.545,975.645,3
3,958.6163,975.9094,4
3,934.251,731.2356,4
3,820.3396,694.5194,4
3,645.2047,943.6486,3
3,322.6949,353.2886,2
3,442.2754,435.4999,8
3,723.1675,906.754,4
3,917.705,301.9719,6
3,709.4293,879.4223,4
3,747.4623,216.2514,6
4,928.3674,631.4561,7
4,365.2594,714.2913,3
4,628.4361,936.1472,3
4,396.2675,669.1746,8
4,146.5711,371.5883,2
4,623.2926,11.0458,9
4,191.7988,449.0936,2
4,532.7557,931.2629,3
4,735.1533,923.0242,4
4,344.6982,333.3029,9
4,702.1167,349.5339,7
4,334.3438,383.4789,2
4,213.595,617.0067,2
4,880.6261,493.3228,7
4,799.7635,35.4652,6
4,71.6633,219.6367,5
4,736.4835,957.6258,4
4,880.2622,367.5267,7
4,876.5963,575.2393,7
4,489.0474,920.5604,3
4,194.3605,602.0198,2
4,590.7128,313.0337,9
4,344.6982,333.3029,9
4,635.6604,123.6243,9
4,534.3363,60.4871,9
4,284.7704,788.6346,1
4,365.9725,601.8549,8
4,57.6486,683.9568,1
4,808.9696,515.4586,7
4,234.4594,284.5212,5
